user_id,reward_redeemed,rewards_redeemed_value
582454,1,0
137665,1,2000
1357769,2,0
126066,5,10000
838619,1,0
616792,2,1600
1178464,2,2000
697607,1,800
104627,2,30000
908604,2,0
1564046,3,3500
241080,1,10000
653952,4,4000
719349,2,500
540859,1,800
918533,1,500
517509,3,3800
907491,1,0
634626,1,0
51003,1,0
122073,1,2050
359,2,3000
344817,1,8000
863602,2,1500
976561,5,10250
748994,3,5400
725860,5,17500
1566686,1,99
979913,3,2400
576367,1,1000
1559440,2,1100
1330860,1,800
52303,2,2100
807999,1,800
995380,2,3000
1324121,1,0
551136,1,2050
206531,5,10000
1628349,1,0
106943,1,4500
1469984,1,800
1539999,1,800
1379167,1,300
931351,2,4100
1029805,3,6150
134599,1,2000
719230,1,2050
1334466,1,2050
1107697,2,100
1521049,1,800
811596,3,6150
915363,1,0
723934,2,4100
998136,1,800
158572,1,0
1338016,3,6150
781098,1,0
1552757,1,800
958722,1,2050
1391798,2,600
985494,3,5400
315171,10,8000
578695,1,0
1389033,10,14000
1559035,1,800
196593,1,2050
1397704,1,50
827313,2,800
1376315,2,600
1429991,1,0
1166151,4,200
601320,1,2050
1552103,2,100
992265,1,300
1468452,1,1000
1396810,1,50
217880,1,500
1033075,1,800
1159686,1,500
692319,3,1699
1468020,1,300
1623933,1,0
1557876,2,200
660383,4,1800
1624256,1,99
583681,1,500
1612577,1,800
575080,1,800
576276,1,500
783965,1,300
746779,2,2500
1107121,2,1600
1492934,4,6000
833301,16,12300
1520634,3,6150
1395331,1,300
970305,2,4100
1112840,1,600
1190110,1,1000
857202,1,800
1639041,1,100
650695,2,800
1337447,1,0
1522593,1,0
1413325,1,0
1632378,1,0
135136,1,300
1401034,1,0
1223704,2,100
1386914,1,1000
1071611,1,0
1491915,1,300
558241,1,3700
1139575,1,0
648580,4,2600
216282,2,4100
149188,3,500
948288,1,800
1526565,1,0
689282,1,800
909428,2,600
1231678,2,0
847737,2,0
652514,1,1000
54700,3,1650
33320,4,3000
595960,1,500
845571,1,500
516879,2,0
1136910,1,300
1135115,1,50
1529755,1,0
1521500,2,200
368309,2,3000
1582268,2,1000
575851,2,0
1132203,1,1500
1632693,1,800
1352716,10,5000
1431692,1,0
1626378,1,0
566684,2,1600
602305,3,1300
1359628,1,2400
1623447,1,0
1615673,1,800
561452,1,0
931956,2,1250
846418,2,800
1420787,1,0
583101,2,0
1407893,1,300
1569929,2,13000
104725,1,3100
1486963,1,100
624632,2,800
780390,3,1800
1227034,2,0
588086,1,500
434385,1,9000
1035474,1,1250
822492,1,800
705827,1,0
1499282,1,50
855721,8,3596
539630,1,500
1140610,1,100
1523320,1,0
1339633,1,800
921358,1,200
622280,1,4000
580035,2,1600
519924,6,6000
588092,1,0
1584643,1,0
221999,3,5200
56480,1,1500
658125,3,4000
815277,2,500
1351186,3,2000
1492886,4,2900
27355,1,2050
525551,1,10000
1179599,2,500
426555,1,0
1619416,1,50
554717,1,500
1337348,2,4100
800340,1,800
776330,2,2850
1472223,1,300
710203,3,0
1434061,1,0
662334,3,1500
625626,2,500
859521,1,500
551561,2,500
1325796,3,150
1414575,1,1300
546635,1,0
1498639,1,0
1620281,1,800
554645,1,500
790175,1,1200
1358053,4,8200
1076125,1,1250
805282,3,500
971289,2,1500
